,logfile,inst_id,inst_type,inst_size,solution,sol_feasible,energy,no_occ,chain_break_frac,objective,orig_obj
39,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000000100000001000000001010000000100000000010,True,-2105425.0,1,0.0,9135.0,9135.0
40,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000000001000000010010000000010001000000001000,True,-2105395.0,1,0.0,9165.0,9165.0
41,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000100000001000010000000001001000010000000100000,True,-2105379.0,1,0.02040816326530612,9181.0,9181.0
42,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000100000100000000100000001010000010000000010000,True,-2105296.0,1,0.02040816326530612,9264.0,9264.0
43,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000100000001000010000010000010000010000000000001,True,-2105286.0,1,0.0,9274.0,9274.0
44,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000000100000001000010000000001000000010100000,True,-2105163.0,1,0.0,9397.0,9397.0
45,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0100000000100000100000000100000001010000000000001,True,-2105128.0,1,0.0,9432.0,9432.0
46,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000001100000000010000010000000001001000000000100,True,-2105009.0,1,0.0,9551.0,9551.0
47,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0001000001000000001000100000000001010000000000001,True,-2104957.0,1,0.0,9603.0,9603.0
48,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000010000010000100000001000010000010000000000001,True,-2104821.0,1,0.0,9739.0,9739.0
49,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0100000001000000010000000100000000110000000000010,True,-2104781.0,1,0.0,9779.0,9779.0
50,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000010000000010000010000000001000001000000001,True,-2104687.0,1,0.0,9873.0,9873.0
51,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000100010000000000100001000000000110000000010000,True,-2104404.0,1,0.0,10156.0,10156.0
52,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000010001000001000000001000000010000000011000000,True,-2104379.0,1,0.0,10181.0,10181.0
53,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000000100000100000100000000001000000010000100,True,-2104346.0,1,0.0,10214.0,10214.0
54,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0001000000001000100000000100000000101000001000000,True,-2104344.0,1,0.0,10216.0,10216.0
55,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000001000000010000000100000000101000000000010,True,-2104335.0,1,0.0,10225.0,10225.0
56,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000100000001000010000000001100000000100000100000,True,-2104312.0,1,0.02040816326530612,10248.0,10248.0
57,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000100000000100010000100000000001010000000010000,True,-2104305.0,1,0.0,10255.0,10255.0
58,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000001000000001000000001010000000000100001000,True,-2104296.0,1,0.02040816326530612,10264.0,10264.0
59,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000001000001000000000100000001000000010001000,True,-2104166.0,1,0.0,10394.0,10394.0
60,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000001000000001000000010000000101000000001000,True,-2104144.0,1,0.0,10416.0,10416.0
61,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0100000000100010000000000001000001000100000000100,True,-2104132.0,1,0.0,10428.0,10428.0
62,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0100000000001010000000000001000010000100000001000,True,-2103938.0,2,0.0,10622.0,10622.0
63,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0001000010000000001000010000000001000000011000000,True,-2103645.0,1,0.0,10915.0,10915.0
64,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000001000000010000000001000010001000000000010,True,-2103546.0,2,0.0,11014.0,11014.0
65,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000100001000000000100000001000100001000001000000,True,-2103430.0,1,0.0,11130.0,11130.0
66,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000000000010010000000101000000001000100000000001,False,-1807487.0,1,0.0,307073.0,
67,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000001001000000010000000010000010011000000000000,False,-1806497.0,1,0.0,308063.0,
68,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000001100000000010000100000000011000000000010000,False,-1805922.0,1,0.0,308638.0,
69,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0100000000000100100000001000000001001000001000000,False,-1805868.0,1,0.0,308692.0,
70,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000001000001000010000100000001000000010001000000,False,-1805837.0,1,0.0,308723.0,
71,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000010100000000010000000001010000000000100010000,False,-1805763.0,1,0.02040816326530612,308797.0,
72,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000000100000000100000100010000001000000000001,False,-1805586.0,1,0.0,308974.0,
73,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000100000000010000000001010000000100000000010,False,-1805551.0,1,0.02040816326530612,309009.0,
74,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000000010000000100011000010000000000010000000,False,-1805516.0,1,0.0,309044.0,
75,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000000100001001000000000001001000000001000001000,False,-1805492.0,1,0.0,309068.0,
76,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000001000100000010000000010000010000100000100000,False,-1805285.0,1,0.0,309275.0,
77,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000000010000001000001000000001001000010010000,False,-1805276.0,1,0.0,309284.0,
78,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000000100000000010000000100010001000100000000001,False,-1805225.0,1,0.0,309335.0,
79,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0100000001000010000000000100000101000000000000001,False,-1805211.0,1,0.0,309349.0,
80,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0001000000001000001001000001000000000100000100000,False,-1805166.0,1,0.0,309394.0,
81,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0010000010000100010000001000100000000001000000010,False,-1805149.0,1,0.0,309411.0,
82,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0010000100000000010000000100000000101000000000000,False,-1805076.0,1,0.0,309484.0,
83,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0001000000010010000000000010010000100000010010000,False,-1805070.0,1,0.0,309490.0,
84,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000000001001010000010000000000100001000000000,False,-1805061.0,1,0.0,309499.0,
85,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000001001001000010000000100000010010000000100000,False,-1805022.0,1,0.0,309538.0,
86,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000100000000001000001000001001001000000000001,False,-1804910.0,1,0.0,309650.0,
87,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000001001000010010000000100000001001000000000000,False,-1804899.0,1,0.0,309661.0,
88,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000001000100000000000010100000001001000001000000,False,-1804883.0,1,0.0,309677.0,
89,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0010000000010010010000001000000001001000000000001,False,-1804857.0,1,0.0,309703.0,
90,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000000000001000010000000100010000000100001000001,False,-1804588.0,1,0.0,309972.0,
91,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0010000010000000011001000000000001000000010010000,False,-1804533.0,1,0.0,310027.0,
92,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0010000001000100000100100000000100000001001000000,False,-1804500.0,1,0.0,310060.0,
93,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000001000000000010000000010010000010000000010100,False,-1804419.0,1,0.0,310141.0,
94,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000100100000000100000000001010001000000000001000,False,-1804391.0,1,0.02040816326530612,310169.0,
95,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000000001000000010000000110010000010000000000001,False,-1804370.0,1,0.0,310190.0,
96,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000001001000000010010100000000001010000000000100,False,-1804351.0,1,0.0,310209.0,
97,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000010000000010000010000000001100000000000100,False,-1804349.0,1,0.0,310211.0,
98,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000100000000001000100000000101000100000000001,False,-1804347.0,1,0.0,310213.0,
99,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000100100000000010000010010000000101000000100000,False,-1804309.0,1,0.0,310251.0,
100,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000100100000000100000000001010000001000100001000,False,-1804289.0,1,0.02040816326530612,310271.0,
101,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0100000000000100001001000000000101000100000000000,False,-1804246.0,1,0.0,310314.0,
102,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000100110000000010000001000000001000000010010000,False,-1804231.0,1,0.02040816326530612,310329.0,
103,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000100100000000000100001000000001101000000010000,False,-1804226.0,1,0.0,310334.0,
104,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0100000000100000000010000010000010000001000010000,False,-1804206.0,1,0.0,310354.0,
105,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000000011000010000010000000000101000000000010,False,-1804194.0,1,0.0,310366.0,
106,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0001000001000000010000000010000000101000001000000,False,-1804158.0,1,0.0,310402.0,
107,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000001001001000010000100000000010010000000100000,False,-1804157.0,1,0.0,310403.0,
108,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0001000100000000010000000100000000100000100100000,False,-1804157.0,1,0.0,310403.0,
109,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000001000000000000100100000000010010100000001000,False,-1804152.0,1,0.0,310408.0,
110,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000000100000001001000000000001001000010010000,False,-1804140.0,1,0.0,310420.0,
111,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000000010000000010001000010001000100000000000,False,-1804106.0,1,0.0,310454.0,
112,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000000100001100000000001000010000000000000010,False,-1804106.0,1,0.0,310454.0,
113,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000100000100011000000001000000001000000010010000,False,-1804105.0,1,0.0,310455.0,
114,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000010000010000010001000000000100001000010010000,False,-1804100.0,1,0.0,310460.0,
115,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0100000000101000100000000001000010000000001000000,False,-1804067.0,1,0.0,310493.0,
116,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000001000001010001000001000000100000100000100000,False,-1804008.0,1,0.0,310552.0,
117,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000000001100001000000000100000000110000000000010,False,-1803957.0,1,0.0,310603.0,
118,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000000010000010000100000000000101100000000010,False,-1803945.0,1,0.0,310615.0,
119,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0100000000100000001001000000000001000010000010001,False,-1803936.0,1,0.0,310624.0,
120,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0100000001001001000000000001000010010000000001000,False,-1803914.0,1,0.0,310646.0,
121,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000000001001001000001000000001000000010010000,False,-1803887.0,1,0.0,310673.0,
122,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0001000100000000001000010000010001000100000000001,False,-1803825.0,1,0.0,310735.0,
123,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000000100001000000000011000010000000000010000,False,-1803812.0,1,0.0,310748.0,
124,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0001000000001000100010000001010000010000000000100,False,-1803810.0,1,0.0,310750.0,
125,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0100000000001010001001000000001000000000010001000,False,-1803807.0,1,0.0,310753.0,
126,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0001000001001000000010100000000010010000000000010,False,-1803803.0,1,0.0,310757.0,
127,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0001000000001010000000000001010000000100001000000,False,-1803800.0,1,0.02040816326530612,310760.0,
128,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000000001001001000001000000000100100000000001,False,-1803770.0,1,0.0,310790.0,
129,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000010100100000001000010000000000101000000001000,False,-1803725.0,1,0.0,310835.0,
130,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000000010000010010010000000001001000000000000,False,-1803666.0,1,0.0,310894.0,
131,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,1000000000100000001000000010000001100100000100000,False,-1803654.0,1,0.0,310906.0,
132,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000000001000000010000000010010000110000000000100,False,-1803621.0,1,0.0,310939.0,
133,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000100000001000010001000000010001000100000000001,False,-1803583.0,1,0.0,310977.0,
134,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0001000010001010000000000100001000000000010000010,False,-1803573.0,1,0.0,310987.0,
135,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000100101000001000000000001000000000000100001000,False,-1803562.0,1,0.02040816326530612,310998.0,
136,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000000000100010000000100000000010000000110010000,False,-1803524.0,1,0.0,311036.0,
137,./run_logs/dwave/dwave-1000shots-full-2_dwave_2.0.2_1702925127.679918_0050.json,TSP82,TSP,49,0000010010000000000010001000000011010000000010000,False,-1803520.0,1,0.0,311040.0,
