,inst_id,solution,sol_feasible,no_occ,objective,orig_obj
0,UDMIS1TG,11010000,True,1.0,-3.0,3.0
1,UDMIS1TG,10010001,True,2.0,-3.0,3.0
2,UDMIS1TG,01011001,False,1.0,5.0,
3,UDMIS1TG,01010100,True,1.0,-3.0,3.0
4,UDMIS1TG,01000011,False,2.0,6.0,
5,UDMIS1TG,00011011,False,1.0,14.0,
6,UDMIS1TG,10000110,False,1.0,6.0,
7,UDMIS1TG,10100111,False,1.0,22.0,
8,UDMIS1TG,00000101,False,1.0,7.0,
9,UDMIS1TG,00001111,False,1.0,23.0,
10,UDMIS1TG,01100100,False,2.0,6.0,
11,UDMIS1TG,01111001,False,1.0,31.0,
12,UDMIS1TG,01000111,False,2.0,23.0,
13,UDMIS1TG,00101110,False,1.0,14.0,
14,UDMIS1TG,10110001,False,2.0,5.0,
15,UDMIS1TG,00000111,False,4.0,24.0,
16,UDMIS1TG,00110001,False,2.0,6.0,
17,UDMIS1TG,11110011,False,1.0,21.0,
18,UDMIS1TG,00110100,False,2.0,6.0,
19,UDMIS1TG,00110010,False,3.0,6.0,
20,UDMIS1TG,10001100,True,3.0,-3.0,3.0
21,UDMIS1TG,01101001,False,3.0,14.0,
22,UDMIS1TG,01110100,False,1.0,14.0,
23,UDMIS1TG,01011100,False,4.0,5.0,
24,UDMIS1TG,00101001,False,6.0,6.0,
25,UDMIS1TG,01000001,True,8.0,-2.0,2.0
26,UDMIS1TG,00101011,False,1.0,14.0,
27,UDMIS1TG,00100111,False,2.0,23.0,
28,UDMIS1TG,10010111,False,1.0,22.0,
29,UDMIS1TG,01110011,False,1.0,22.0,
30,UDMIS1TG,10001111,False,1.0,22.0,
31,UDMIS1TG,00000000,True,120.0,0.0,0.0
32,UDMIS1TG,10000000,True,35.0,-1.0,1.0
33,UDMIS1TG,10100011,False,1.0,5.0,
34,UDMIS1TG,01100010,False,1.0,6.0,
35,UDMIS1TG,01011010,False,1.0,5.0,
36,UDMIS1TG,01011000,False,16.0,6.0,
37,UDMIS1TG,11100000,False,3.0,6.0,
38,UDMIS1TG,00010000,True,31.0,-1.0,1.0
39,UDMIS1TG,11110000,False,4.0,14.0,
40,UDMIS1TG,10110000,False,7.0,6.0,
41,UDMIS1TG,10100000,True,11.0,-2.0,2.0
42,UDMIS1TG,01001001,True,2.0,-3.0,3.0
43,UDMIS1TG,00011010,False,13.0,6.0,
44,UDMIS1TG,10011100,False,2.0,5.0,
45,UDMIS1TG,00011001,False,15.0,6.0,
46,UDMIS1TG,00000001,True,45.0,-1.0,1.0
47,UDMIS1TG,01000010,True,11.0,-2.0,2.0
48,UDMIS1TG,11000000,True,11.0,-2.0,2.0
49,UDMIS1TG,00000010,True,36.0,-1.0,1.0
50,UDMIS1TG,00100100,True,13.0,-2.0,2.0
51,UDMIS1TG,10011000,False,6.0,6.0,
52,UDMIS1TG,10000100,True,16.0,-2.0,2.0
53,UDMIS1TG,00000110,False,4.0,7.0,
54,UDMIS1TG,00101010,False,4.0,6.0,
55,UDMIS1TG,10010000,True,15.0,-2.0,2.0
56,UDMIS1TG,00011101,False,1.0,14.0,
57,UDMIS1TG,00110011,False,1.0,14.0,
58,UDMIS1TG,01111100,False,1.0,31.0,
59,UDMIS1TG,00111000,False,3.0,24.0,
60,UDMIS1TG,00101000,False,10.0,7.0,
61,UDMIS1TG,00010100,True,8.0,-2.0,2.0
62,UDMIS1TG,11011101,False,1.0,12.0,
63,UDMIS1TG,10101000,False,3.0,6.0,
64,UDMIS1TG,00011000,False,35.0,7.0,
65,UDMIS1TG,00100101,False,4.0,6.0,
66,UDMIS1TG,11000001,True,3.0,-3.0,3.0
67,UDMIS1TG,10001000,True,11.0,-2.0,2.0
68,UDMIS1TG,10000011,False,1.0,6.0,
69,UDMIS1TG,00100000,True,47.0,-1.0,1.0
70,UDMIS1TG,01110001,False,4.0,14.0,
71,UDMIS1TG,11101100,False,1.0,13.0,
72,UDMIS1TG,00000100,True,45.0,-1.0,1.0
73,UDMIS1TG,00010001,True,15.0,-2.0,2.0
74,UDMIS1TG,10011001,False,4.0,5.0,
75,UDMIS1TG,00001100,True,12.0,-2.0,2.0
76,UDMIS1TG,11110100,False,4.0,13.0,
77,UDMIS1TG,00010111,False,1.0,23.0,
78,UDMIS1TG,10001010,True,3.0,-3.0,3.0
79,UDMIS1TG,00001000,True,29.0,-1.0,1.0
80,UDMIS1TG,10100100,True,7.0,-3.0,3.0
81,UDMIS1TG,01110000,False,9.0,15.0,
82,UDMIS1TG,00110111,False,2.0,31.0,
83,UDMIS1TG,10100001,True,5.0,-3.0,3.0
84,UDMIS1TG,01110010,False,5.0,14.0,
85,UDMIS1TG,00001001,True,13.0,-2.0,2.0
86,UDMIS1TG,10101111,False,2.0,30.0,
87,UDMIS1TG,11100001,False,1.0,5.0,
88,UDMIS1TG,00001101,False,1.0,6.0,
89,UDMIS1TG,01101010,False,2.0,14.0,
90,UDMIS1TG,10010110,False,2.0,5.0,
91,UDMIS1TG,10010010,True,3.0,-3.0,3.0
92,UDMIS1TG,10110100,False,2.0,5.0,
93,UDMIS1TG,01000000,True,22.0,-1.0,1.0
94,UDMIS1TG,10011010,False,2.0,5.0,
95,UDMIS1TG,01111010,False,1.0,31.0,
96,UDMIS1TG,00011111,False,1.0,31.0,
97,UDMIS1TG,01100000,False,7.0,7.0,
98,UDMIS1TG,01111101,False,1.0,39.0,
99,UDMIS1TG,10000111,False,4.0,23.0,
100,UDMIS1TG,00010010,True,10.0,-2.0,2.0
101,UDMIS1TG,01101000,False,6.0,15.0,
102,UDMIS1TG,00100001,True,21.0,-2.0,2.0
103,UDMIS1TG,11111000,False,2.0,31.0,
104,UDMIS1TG,01010000,True,2.0,-2.0,2.0
105,UDMIS1TG,10010100,True,6.0,-3.0,3.0
106,UDMIS1TG,01111000,False,7.0,32.0,
107,UDMIS1TG,01101100,False,4.0,14.0,
108,UDMIS1TG,10000010,True,13.0,-2.0,2.0
109,UDMIS1TG,00001010,True,9.0,-2.0,2.0
110,UDMIS1TG,11101010,False,1.0,13.0,
111,UDMIS1TG,01001000,True,4.0,-2.0,2.0
112,UDMIS1TG,10100010,True,8.0,-3.0,3.0
113,UDMIS1TG,00011100,False,8.0,6.0,
114,UDMIS1TG,00110000,False,4.0,7.0,
115,UDMIS1TG,01100001,False,3.0,6.0,
116,UDMIS1TG,11000010,True,2.0,-3.0,3.0
117,UDMIS1TG,10101100,False,5.0,5.0,
118,UDMIS1TG,00100010,True,13.0,-2.0,2.0
119,UDMIS1TG,10001001,True,4.0,-3.0,3.0
120,UDMIS1TG,10000001,True,16.0,-2.0,2.0
121,UDMIS1TG,11111001,False,1.0,30.0,
122,UDMIS1TG,01000100,True,7.0,-2.0,2.0
123,UDMIS1TG,11101000,False,7.0,14.0,
124,UDMIS1TG,00101100,False,5.0,6.0,
125,UDMIS1TG,10000101,False,2.0,6.0,
126,UDMIS1TG,00000011,False,3.0,7.0,
127,UDMIS1TG,01010001,True,2.0,-3.0,3.0
