,inst_id,solution,sol_feasible,no_occ,objective,orig_obj
254,UDMIS7TG,111001101000010010001100111100,True,1.0,-14.0,14.0
255,UDMIS7TG,111000101100010100010001000101,True,1.0,-12.0,12.0
256,UDMIS7TG,000101010010000001000001101001,True,1.0,-9.0,9.0
257,UDMIS7TG,110011111000011010000011011101,True,1.0,-16.0,16.0
258,UDMIS7TG,101001100000100000001001001000,True,1.0,-8.0,8.0
259,UDMIS7TG,011000101001100000101100110000,True,1.0,-11.0,11.0
260,UDMIS7TG,110000100000010000001100110000,True,1.0,-8.0,8.0
261,UDMIS7TG,111001110001100010001001001100,True,1.0,-13.0,13.0
262,UDMIS7TG,010101101000010011000001011000,True,1.0,-11.0,11.0
263,UDMIS7TG,011000101000000000001000010100,True,1.0,-7.0,7.0
264,UDMIS7TG,111100001010010010001100101001,False,1.0,18.0,
265,UDMIS7TG,111001100000011001110111101001,False,1.0,77.0,
266,UDMIS7TG,111010100010011010000010111100,True,1.0,-14.0,14.0
267,UDMIS7TG,010101100000000001000010001101,True,1.0,-9.0,9.0
268,UDMIS7TG,010101000101100000001010101010,True,1.0,-11.0,11.0
269,UDMIS7TG,111010000110000100011000101100,True,1.0,-12.0,12.0
270,UDMIS7TG,010001100001001000000000101101,True,1.0,-9.0,9.0
271,UDMIS7TG,011001100100110000100000101001,True,1.0,-11.0,11.0
272,UDMIS7TG,101100010001010100101000101001,True,1.0,-12.0,12.0
273,UDMIS7TG,101001010010010001111001011001,False,1.0,17.0,
274,UDMIS7TG,101010101101000001000100111000,True,1.0,-12.0,12.0
275,UDMIS7TG,101001100000010011001000011101,True,1.0,-12.0,12.0
276,UDMIS7TG,111101100101011010000000111000,True,1.0,-14.0,14.0
277,UDMIS7TG,111101101100010010001011011000,True,1.0,-15.0,15.0
278,UDMIS7TG,001001101001100010001010001001,True,1.0,-11.0,11.0
279,UDMIS7TG,001001000100111010101100010010,False,1.0,19.0,
280,UDMIS7TG,011101011001010000000011111000,True,1.0,-13.0,13.0
281,UDMIS7TG,101001100000010010000100101001,True,1.0,-10.0,10.0
282,UDMIS7TG,110100000100000000001001111100,True,1.0,-10.0,10.0
283,UDMIS7TG,011000011000000000001000011000,True,1.0,-7.0,7.0
284,UDMIS7TG,110011001000100001001001010101,True,1.0,-12.0,12.0
285,UDMIS7TG,100000001101110000000110111001,True,1.0,-12.0,12.0
286,UDMIS7TG,011011000001010000011100101001,True,1.0,-12.0,12.0
287,UDMIS7TG,001000101100011000000000011010,True,1.0,-9.0,9.0
288,UDMIS7TG,101000100000000000001110101000,True,1.0,-8.0,8.0
289,UDMIS7TG,101100111000100100011000111100,True,1.0,-14.0,14.0
290,UDMIS7TG,011000110010001001010001110000,True,1.0,-11.0,11.0
291,UDMIS7TG,011100101101000000000000110001,True,1.0,-10.0,10.0
292,UDMIS7TG,011001100001010011000011111000,True,1.0,-13.0,13.0
293,UDMIS7TG,001101101101100010001001111001,True,1.0,-15.0,15.0
294,UDMIS7TG,100011001100110000001000001010,True,1.0,-10.0,10.0
295,UDMIS7TG,001001100001000000101100011000,True,1.0,-9.0,9.0
296,UDMIS7TG,010100100001010000000000001000,True,1.0,-6.0,6.0
297,UDMIS7TG,101001111001000000000000111001,True,1.0,-11.0,11.0
298,UDMIS7TG,101100100001011000001000110100,True,1.0,-11.0,11.0
299,UDMIS7TG,011001000000011001011000011000,True,1.0,-10.0,10.0
300,UDMIS7TG,011101101000010000100100110100,True,1.0,-12.0,12.0
301,UDMIS7TG,000101101011001000001100100000,False,1.0,52.0,
302,UDMIS7TG,101001111001110010001110011100,True,1.0,-16.0,16.0
303,UDMIS7TG,010101100000000000001000011001,True,1.0,-8.0,8.0
304,UDMIS7TG,111101100110100001000000010000,True,1.0,-11.0,11.0
305,UDMIS7TG,010101011000010000101000110000,True,1.0,-10.0,10.0
306,UDMIS7TG,110000110001111101001010101010,False,1.0,78.0,
307,UDMIS7TG,101101100010010000001100110100,True,1.0,-12.0,12.0
308,UDMIS7TG,110001100000000001100000100101,True,1.0,-9.0,9.0
309,UDMIS7TG,011001110010000001000000111100,True,1.0,-11.0,11.0
310,UDMIS7TG,111010000000110010000010110000,True,1.0,-10.0,10.0
311,UDMIS7TG,111100100100010001001110001100,True,1.0,-13.0,13.0
312,UDMIS7TG,111000100010110000010001101000,True,1.0,-11.0,11.0
313,UDMIS7TG,111011010000110010000000110001,True,1.0,-12.0,12.0
314,UDMIS7TG,101010100000011000000000111001,True,1.0,-10.0,10.0
315,UDMIS7TG,110000110001010000001110110000,True,1.0,-11.0,11.0
316,UDMIS7TG,010001101000000001001100011000,True,1.0,-9.0,9.0
317,UDMIS7TG,100101100101100010001100111001,True,1.0,-14.0,14.0
318,UDMIS7TG,111100110000100000000000011010,True,1.0,-10.0,10.0
319,UDMIS7TG,011101000001000001001100111000,True,1.0,-11.0,11.0
320,UDMIS7TG,001001100000110001000010001010,True,1.0,-9.0,9.0
321,UDMIS7TG,111010000100110000001011111010,True,1.0,-14.0,14.0
322,UDMIS7TG,011010100101000010000010111000,True,1.0,-11.0,11.0
323,UDMIS7TG,110000010000010001001010011100,True,1.0,-10.0,10.0
324,UDMIS7TG,001000000100010001001000100001,True,1.0,-7.0,7.0
325,UDMIS7TG,110000101000010001001110111000,True,1.0,-12.0,12.0
326,UDMIS7TG,111011101000110000000110111001,True,1.0,-15.0,15.0
327,UDMIS7TG,011001100100010000001010111001,True,1.0,-12.0,12.0
328,UDMIS7TG,111011110001100010001100011100,True,1.0,-15.0,15.0
329,UDMIS7TG,111001001000000000001011111000,True,1.0,-11.0,11.0
330,UDMIS7TG,000100111001011000000100001000,True,1.0,-9.0,9.0
331,UDMIS7TG,100100000110010010000111011000,False,1.0,20.0,
332,UDMIS7TG,111000100100011000001010000010,True,1.0,-10.0,10.0
333,UDMIS7TG,001101000001010000000010101001,True,1.0,-9.0,9.0
334,UDMIS7TG,110001100001110010001100111100,True,1.0,-14.0,14.0
335,UDMIS7TG,101011101000110011001100110100,True,1.0,-15.0,15.0
336,UDMIS7TG,001111001001010000000100101100,False,1.0,20.0,
337,UDMIS7TG,011101000001110000000001110000,True,1.0,-10.0,10.0
338,UDMIS7TG,011100000000010000001000111000,True,1.0,-8.0,8.0
339,UDMIS7TG,111010100000010000001100001100,True,1.0,-10.0,10.0
340,UDMIS7TG,111001000100010000001000010000,True,1.0,-8.0,8.0
341,UDMIS7TG,001011000100010001001000111001,True,1.0,-11.0,11.0
342,UDMIS7TG,100101000000011000001000101000,True,1.0,-8.0,8.0
343,UDMIS7TG,000001000110000100001100110000,True,1.0,-8.0,8.0
344,UDMIS7TG,111011101000110011000011111101,True,1.0,-18.0,18.0
345,UDMIS7TG,101011101001110000000000100001,True,1.0,-11.0,11.0
346,UDMIS7TG,110000100000010010001000101001,True,1.0,-9.0,9.0
347,UDMIS7TG,111001011001110000001000000101,True,1.0,-12.0,12.0
348,UDMIS7TG,100001000000110000011100110010,True,1.0,-10.0,10.0
349,UDMIS7TG,010010100000010011001110111000,True,1.0,-12.0,12.0
350,UDMIS7TG,111101110000011010001100010000,True,1.0,-13.0,13.0
351,UDMIS7TG,110100001101110000000001101000,True,1.0,-11.0,11.0
352,UDMIS7TG,010101100101100011001001101000,True,1.0,-13.0,13.0
353,UDMIS7TG,110000000000110000001011101101,True,1.0,-11.0,11.0
354,UDMIS7TG,000100100100011010001000110000,True,1.0,-9.0,9.0
355,UDMIS7TG,000010010001000000011001110000,True,1.0,-8.0,8.0
356,UDMIS7TG,001000000101010001000000001100,True,1.0,-7.0,7.0
357,UDMIS7TG,011000001000110000001010111010,True,1.0,-11.0,11.0
358,UDMIS7TG,010101000000010001000100111100,True,1.0,-10.0,10.0
359,UDMIS7TG,111011100000001010000000011000,True,1.0,-10.0,10.0
360,UDMIS7TG,000011010000001000001110110001,True,1.0,-10.0,10.0
